task,observed_r,type
VA,0.627086544897978,observed
VA,0.49045402253544035,observed
VA,0.2760052302537208,observed
VA,0.7555976029163989,observed
VA,0.6414493614586093,observed
VA,0.5629409902707686,observed
VA,0.6223351135381082,observed
VA,0.25396039137863086,observed
VA,0.18738765687550873,observed
VA,0.36876967481158635,observed
VA,0.28360418105726065,observed
VA,0.6271707266861161,observed
VA,0.2798584473432004,observed
VA,0.22683157888217617,observed
VA,0.27204529844228126,observed
VA,0.30391812621615394,observed
VA,0.11189511796418775,observed
VA,0.1409955515287035,observed
VA,0.16590606043061776,observed
VA,0.12785019292601552,observed
VA,0.14357022415975612,observed
VA,0.15878718852781348,observed
VA,0.13795494850990203,observed
VA,0.13055592098831917,observed
VA,0.12133659018596267,observed
VA,0.11197194737811825,observed
VA,0.13968064736837565,observed
VA,0.1497492861551919,observed
VA,0.13251471514224172,observed
VA,0.13334627388512318,observed
VA,0.15101881031593695,observed
VA,0.1352773602272458,observed
VA,0.13056690888107583,observed
VA,0.11730601955091359,observed
VA,0.10412304507206586,observed
VA,0.13590047701380728,observed
VA,0.15838237233770713,observed
VA,0.126415349630131,observed
VA,0.13607134353885433,observed
VA,0.15172372859265998,observed
VA,0.13148243290822884,observed
VA,0.12541308610924148,observed
VA,0.11414103053220373,observed
VA,0.39621510672017946,observed
VA,0.5000807684415981,observed
VA,0.36261238528686646,observed
VA,0.34476890417936507,observed
VA,0.6917533130567671,observed
VA,0.6159331499601233,observed
VA,0.48751445094033735,observed
VA,0.5097549854830903,observed
VA,0.3991262437681536,observed
VA,0.2777599762360029,observed
VA,0.45390567634244156,observed
VA,0.29997115065302915,observed
VA,0.284895537132509,observed
VA,0.4073269703200901,observed
VA,0.5851905105148264,observed
VA,0.4515691219354851,observed
VA,0.3379489235263091,observed
VA,0.2969667047128256,observed
VA,0.3526800473244296,observed
VA,0.3048599919159433,observed
VA,0.2884060995357026,observed
VA,0.3247059875086162,observed
VA,0.2834120164360635,observed
VA,0.3462202189257616,observed
VA,0.3073851769020783,observed
VA,0.319861231237284,observed
VA,0.3447287353144027,observed
VA,0.3162821145926514,observed
VA,0.24142776755590603,observed
VA,0.24292421452463117,observed
VA,0.23953817699765026,observed
VA,0.2844445528125435,observed
VA,0.24551887577051235,observed
VA,0.3062172929205837,observed
VA,0.25239227275464826,observed
VA,0.3691604920657053,observed
VA,0.3355402495147146,observed
VA,0.2705836497261268,observed
VA,0.26566079264249126,observed
VA,0.2813207669395638,observed
VA,0.2956706368394254,observed
VA,0.30260821009104816,observed
VA,0.3176629427315268,observed
VA,0.2858522226137243,observed
VA,0.2804117402334671,observed
VA,0.38163447066428596,observed
VA,0.4383337621529639,observed
VA,0.39927660904742873,observed
VA,0.4436023754885098,observed
VA,0.26633991952238006,observed
VA,0.39216671769838984,observed
VA,0.33498246966615486,observed
VA,0.41639336710974173,observed
VA,0.2633445820183315,observed
VA,0.44149626091934857,observed
VA,0.26411837181649006,observed
VA,0.3009772012127772,observed
VA,0.3282561820768067,observed
VA,0.3035406553732348,observed
VA,0.4550769472760705,observed
VA,0.3527020356807392,observed
VA,0.3479018659546007,observed
VA,0.3839736837579683,observed
VA,0.30742148788252044,observed
VA,0.20918946439889619,observed
VA,0.19218484494645977,observed
VA,0.2353396791402691,observed
VA,0.1869515752900064,observed
VA,0.2665420301354989,observed
VA,0.22118219025292263,observed
VA,0.23983982610701154,observed
VA,0.32525072527508225,observed
VA,0.3722015630036936,observed
VA,0.1819573051770083,observed
VA,0.24838707013553124,observed
VA,0.22251106305259627,observed
VA,0.2411402447707342,observed
VA,0.2598092359342648,observed
VA,0.2386691955247686,observed
VA,0.26393716919497706,observed
VA,0.35954780386816465,observed
VA,0.3571007247577104,observed
VA,0.17733518770811618,observed
VA,0.22655770722042734,observed
VA,0.20179027172980843,observed
VA,0.21656669773337706,observed
VA,0.2332306072185976,observed
VA,0.22531091668823364,observed
VA,0.2413408205580419,observed
VA,0.3535759203672677,observed
VA,0.36167460251543937,observed
VA,0.8369151124905798,observed
VA,0.862475615850023,observed
VA,0.7968179664927452,observed
VA,0.6349258305296483,observed
VA,0.765151473128616,observed
VA,0.8179768529501985,observed
VA,0.8166251077322019,observed
VA,0.46419461375628124,observed
VA,0.5142537386866498,observed
VA,0.7133373678840101,observed
VA,0.6860315098015975,observed
VA,0.6412942327348168,observed
VA,0.732795031061697,observed
VA,0.8119334314497013,observed
VA,0.7446321169803369,observed
VA,0.6864757373076632,observed
VA,0.4815279490216566,observed
VA,0.44386352970892795,observed
VA,0.3011006173436138,observed
VA,0.2943351529706406,observed
VA,0.36073645417486194,observed
VA,0.5054099989895827,observed
VA,0.38480652904354373,observed
VA,0.31013268847005737,observed
VA,0.3486917867341827,observed
VA,0.2664567675212648,observed
VA,0.4862193315531616,observed
VA,0.35071974043999987,observed
VA,0.30786331513429743,observed
VA,0.38194033274711475,observed
VA,0.4745584507402982,observed
VA,0.4162430449537007,observed
VA,0.3564173378493158,observed
VA,0.3552046639128388,observed
VA,0.2574599392964041,observed
VA,0.46261001723945855,observed
VA,0.31768128404886986,observed
VA,0.28981889027049335,observed
VA,0.368689568191866,observed
VA,0.4995173402122681,observed
VA,0.3974904770317156,observed
VA,0.3287219040985873,observed
VA,0.34484065760401833,observed
VA,0.26445826784736204,observed
VA,0.40966745687927747,observed
VA,0.5563274358116539,observed
VA,0.539459135731734,observed
VA,0.4577174326977719,observed
VA,0.2952996933719096,observed
VA,0.4673404672190362,observed
VA,0.5077573343502427,observed
VA,0.496725464067011,observed
VA,0.49899757318798144,observed
VA,0.342199163539272,observed
VA,0.482254468551847,observed
VA,0.5843528442262292,observed
VA,0.4154151491679938,observed
VA,0.27373041444757784,observed
VA,0.44881184689352904,observed
VA,0.4060012542391813,observed
VA,0.5018153512310118,observed
VA,0.4927328372088499,observed
VA,0.05769832027746339,observed
VA,0.06120231860658593,observed
VA,0.05328992055376335,observed
VA,0.04920211805826937,observed
VA,0.07727328776768175,observed
VA,0.0517815933972209,observed
VA,0.06106587257447166,observed
VA,0.06101706612623405,observed
VA,0.07141113106638397,observed
VA,0.05587902807544261,observed
VA,0.05293867387806893,observed
VA,0.05317058813881909,observed
VA,0.042012708011517914,observed
VA,0.08086147868853126,observed
VA,0.044273219553548564,observed
VA,0.056084852764858716,observed
VA,0.0629458253854608,observed
VA,0.053031516838402556,observed
VA,0.05937401326299296,observed
VA,0.046839851891870676,observed
VA,0.05310399359464496,observed
VA,0.041134406677464264,observed
VA,0.09219706975602286,observed
VA,0.047408886562647225,observed
VA,0.05767512598422935,observed
VA,0.06292533932260215,observed
VA,0.04696424123376483,observed
VA,0.6000687899027375,observed
VA,0.6548663574245571,observed
VA,0.8464722604099836,observed
VA,0.7716563504332938,observed
VA,0.5675900991373588,observed
VA,0.7760100795557363,observed
VA,0.6395539839815637,observed
VA,0.6946911630337954,observed
VA,0.7618559880200648,observed
VA,0.6627851303840123,observed
VA,0.7865793359421155,observed
VA,0.8600021330394496,observed
VA,0.8115971743906552,observed
VA,0.4613898920362808,observed
VA,0.8366444920313499,observed
VA,0.7099178539544415,observed
VA,0.6529429077148077,observed
VA,0.8128391574141496,observed
VA,0.7037055867127555,observed
VA,0.8469173005602245,observed
VA,0.8435874256732426,observed
VA,0.6409443831215148,observed
VA,0.5300044501070399,observed
VA,0.7357324753918377,observed
VA,0.832889052937069,observed
VA,0.7410736938793518,observed
VA,0.7437457160745083,observed
VA,0.6121862112195564,observed
VA,0.6497920359657078,observed
VA,0.8868274999231117,observed
VA,0.5655122319195722,observed
VA,0.5940227982584195,observed
VA,0.587731587881754,observed
VA,0.611960202821149,observed
VA,0.8593742697752702,observed
VA,0.6173881354513617,observed
EF,0.3952762978593832,observed
EF,0.4462441949513779,observed
EF,0.4959727557883591,observed
EF,0.3323360413572754,observed
EF,0.37134338224158575,observed
EF,0.5486450673559515,observed
EF,0.5950537772292767,observed
EF,0.4887309303127159,observed
EF,0.31153320417358754,observed
EF,0.4116676488667644,observed
EF,0.3891329172064329,observed
EF,0.4496828823878932,observed
EF,0.3038747352636664,observed
EF,0.3871986739552783,observed
EF,0.4960610859494127,observed
EF,0.5400004593222537,observed
EF,0.45073359445887734,observed
EF,0.337405459220473,observed
EF,0.39636511395313045,observed
EF,0.4150887865388043,observed
EF,0.46806298754625425,observed
EF,0.31305902694038074,observed
EF,0.38417228062589254,observed
EF,0.5154679111832797,observed
EF,0.5654658447533408,observed
EF,0.4671329899259507,observed
EF,0.3386041597028207,observed
EF,0.36541279826073825,observed
EF,0.39974777099484354,observed
EF,0.5039115493592449,observed
EF,0.3385387685733071,observed
EF,0.27774568443939673,observed
EF,0.6068238922890403,observed
EF,0.6465473725388025,observed
EF,0.5301243622834738,observed
EF,0.35250906952724426,observed
EF,0.525581989474873,observed
EF,0.5370802734229644,observed
EF,0.45042189622098067,observed
EF,0.6127807676469232,observed
EF,0.5338323125389173,observed
EF,0.34717234998180474,observed
EF,0.4353729551497095,observed
EF,0.6408699743485968,observed
EF,0.5046692545678823,observed
EF,0.33066241727666673,observed
EF,0.3435125068201258,observed
EF,0.3711232951090302,observed
EF,0.26127142818772287,observed
EF,0.34696640724751865,observed
EF,0.3751038016983707,observed
EF,0.3707588908230612,observed
EF,0.311553816781444,observed
EF,0.28983659487133356,observed
EF,0.41950742489590914,observed
EF,0.43385754767630375,observed
EF,0.4464764650376443,observed
EF,0.36040467410824795,observed
EF,0.38711412235945936,observed
EF,0.4453764037732419,observed
EF,0.4499331316973732,observed
EF,0.38386667870937774,observed
EF,0.36730210361710436,observed
EF,0.37862044741306267,observed
EF,0.3922606446320895,observed
EF,0.41174894927642314,observed
EF,0.31043845644354506,observed
EF,0.37753867018811077,observed
EF,0.4088758063573,observed
EF,0.4096852301212565,observed
EF,0.34608407279036374,observed
EF,0.3347705566888439,observed
EF,0.8539294412126232,observed
EF,0.8300451382294535,observed
EF,0.6806187879646829,observed
EF,0.8259100089296252,observed
EF,0.8768775575596304,observed
EF,0.47549490522394794,observed
EF,0.47151570613116284,observed
EF,0.6399436786799042,observed
EF,0.9281122500085669,observed
EF,0.49095168478203954,observed
EF,0.5072661148762494,observed
EF,0.5979112212273658,observed
EF,0.46126754309461593,observed
EF,0.5676644484602273,observed
EF,0.5843691925148536,observed
EF,0.63565026639218,observed
EF,0.6001821775904729,observed
EF,0.5484106933743449,observed
VA,0.6607609512002295,observed
VA,0.9172177795912908,observed
VA,0.9039855828130626,observed
VA,0.9114907565583714,observed
VA,0.7593958355703582,observed
VA,0.8111049775595545,observed
VA,0.7762252466197637,observed
VA,0.9422370119342303,observed
VA,0.8909214173495794,observed
VA,0.5348298744663652,observed
VA,0.858309771688895,observed
VA,0.8378886320500687,observed
VA,0.8503311204221387,observed
VA,0.6294656681151722,observed
VA,0.7290426249842241,observed
VA,0.6912377332301187,observed
VA,0.8913148355103139,observed
VA,0.8431516123597448,observed
VA,0.5427984877971326,observed
VA,0.8572575834629856,observed
VA,0.8458359201520183,observed
VA,0.8499594439425019,observed
VA,0.6347150347434213,observed
VA,0.7452564334013343,observed
VA,0.7083161396616594,observed
VA,0.8900527553353136,observed
VA,0.8392598227224137,observed
VA,0.6275486668298984,observed
VA,0.6084527518846106,observed
VA,0.591488663198672,observed
VA,0.6031730637808702,observed
VA,0.7396101172949525,observed
VA,0.5989477293897175,observed
VA,0.5922867384959377,observed
VA,0.6019684981666629,observed
VA,0.6085912919739137,observed
VA,0.5713644356509424,observed
VA,0.6769561573200427,observed
VA,0.6210601248016476,observed
VA,0.6725489328640649,observed
VA,0.6728500137471084,observed
VA,0.5254671173510665,observed
VA,0.5108843896260162,observed
VA,0.6703591625409047,observed
VA,0.6770264994422699,observed
VA,0.6066879686793728,observed
VA,0.7243248272067332,observed
VA,0.684724923461388,observed
VA,0.7174300921359872,observed
VA,0.7562543478404874,observed
VA,0.7213314888406706,observed
VA,0.6314632673656259,observed
VA,0.7362567787718002,observed
VA,0.6880355598038399,observed
VA,0.6050829707065006,observed
VA,0.7230568829709666,observed
VA,0.6835118913938246,observed
VA,0.7159201350793835,observed
VA,0.7545477757595869,observed
VA,0.7205419790115226,observed
VA,0.6313078827655664,observed
VA,0.7417351167443093,observed
VA,0.6934920935049599,observed
VA,0.6059010687258702,observed
VA,0.7224939249642672,observed
VA,0.684036409301101,observed
VA,0.7167877408507137,observed
VA,0.7545375470812811,observed
VA,0.7206748832787319,observed
VA,0.6307067971713832,observed
VA,0.7359758362764507,observed
